,State,Year,Quarter,Txn_type,No_of_txn,amount
868,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775
869,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498828
870,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Merchant payments,7184933,2778820380.0
871,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Peer-to-peer payments,3623830,9079653826.0
872,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Recharge & bill payments,979503,746971431.0
873,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Financial Services,3546,2855684.0
874,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Others,12173,5789879.0
875,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Merchant payments,8331573,3135694669.0
876,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Peer-to-peer payments,3962990,9804533561.0
877,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Recharge & bill payments,1046280,800283519.0
878,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Financial Services,3985,4431276.0
879,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Others,12287,5595163.0
880,delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412
881,delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358
882,delhi,2018,1,Merchant payments,339809,375393115.19131327
883,delhi,2018,1,Financial Services,136240,45588429.271575734
884,delhi,2018,1,Others,318588,344277514.7923026
885,delhi,2018,2,Recharge & bill payments,4511737,2078183615.8006349
886,delhi,2018,2,Peer-to-peer payments,3542716,14348179103.109837
887,delhi,2018,2,Merchant payments,837001,631597790.6002588
888,delhi,2018,2,Financial Services,205991,66584728.19594695
889,delhi,2018,2,Others,276278,321754664.4984691
890,delhi,2018,3,Peer-to-peer payments,8557153,22670122888.868217
891,delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241
892,delhi,2018,3,Merchant payments,3808395,1048422633.7093576
893,delhi,2018,3,Financial Services,274526,45051151.35143036
894,delhi,2018,3,Others,601339,350405916.1523186
895,delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772
896,delhi,2018,4,Merchant payments,9958967,2738429838.939273
897,delhi,2018,4,Recharge & bill payments,7483633,3961160542.570066
898,delhi,2018,4,Financial Services,265004,58162003.43614492
899,delhi,2018,4,Others,1506866,575852739.0031943
900,delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173
901,delhi,2019,1,Merchant payments,13875931,3996618719.7994804
902,delhi,2019,1,Recharge & bill payments,10744978,5521320539.356212
903,delhi,2019,1,Financial Services,223095,30997039.697555833
904,delhi,2019,1,Others,1947036,670171769.6522964
905,delhi,2019,2,Merchant payments,20891431,6816878922.844399
906,delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435
907,delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765
908,delhi,2019,2,Financial Services,137774,33985068.68378611
909,delhi,2019,2,Others,2702543,866678928.4439986
910,delhi,2019,3,Merchant payments,29453368,9857221391.940361
911,delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29778
912,delhi,2019,3,Recharge & bill payments,11133404,10406524192.884487
913,delhi,2019,3,Financial Services,92061,27952186.986432005
914,delhi,2019,3,Others,3657065,1000670778.3478061
915,delhi,2019,4,Peer-to-peer payments,33040093,105858524152.38443
916,delhi,2019,4,Merchant payments,32537378,12864577363.070576
917,delhi,2019,4,Recharge & bill payments,11609898,9500486080.98845
918,delhi,2019,4,Financial Services,57063,21512527.973989226
919,delhi,2019,4,Others,3500565,779367300.4732571
920,delhi,2020,1,Merchant payments,33951545,14470782771.054684
921,delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667
922,delhi,2020,1,Recharge & bill payments,12822919,9498791147.929193
923,delhi,2020,1,Financial Services,46529,39908838.24852887
924,delhi,2020,1,Others,2515816,619460878.9909673
925,delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175
926,delhi,2020,2,Merchant payments,24963931,12708327043.868336
927,delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596
928,delhi,2020,2,Financial Services,64790,75405868.16164647
929,delhi,2020,2,Others,288854,162694793.15869594
930,delhi,2020,3,Peer-to-peer payments,41498638,140074023548.15637
931,delhi,2020,3,Merchant payments,40973792,21858176583.0589
932,delhi,2020,3,Recharge & bill payments,13448341,12883226305.336546
933,delhi,2020,3,Financial Services,85689,114341865.2645722
934,delhi,2020,3,Others,485401,234194502.8442282
935,delhi,2020,4,Merchant payments,54581166,31106554562.7951
936,delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488
937,delhi,2020,4,Recharge & bill payments,14862946,12921793576.576857
938,delhi,2020,4,Financial Services,114862,160007919.76894268
939,delhi,2020,4,Others,1349515,530676173.2537967
940,delhi,2021,1,Merchant payments,72615587,39861532639.012344
941,delhi,2021,1,Peer-to-peer payments,61957428,210823551741.40936
942,delhi,2021,1,Recharge & bill payments,21164274,15447408658.778738
943,delhi,2021,1,Financial Services,153039,203106852.42387855
944,delhi,2021,1,Others,1468676,592745151.8683048
945,delhi,2021,2,Merchant payments,75620295,42933366743.23575
946,delhi,2021,2,Peer-to-peer payments,68497718,223034955527.75317
947,delhi,2021,2,Recharge & bill payments,25026678,15310096462.746447
948,delhi,2021,2,Financial Services,158170,190019761.49741396
949,delhi,2021,2,Others,854403,472659189.30861247
950,delhi,2021,3,Merchant payments,115250887,64006915630.53262
951,delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47
952,delhi,2021,3,Recharge & bill payments,28427032,20934734871.908962
953,delhi,2021,3,Financial Services,144460,220660990.22066334
954,delhi,2021,3,Others,1645353,690472449.1489255
955,delhi,2021,4,Merchant payments,149204611,88990516304.07437
956,delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598
957,delhi,2021,4,Recharge & bill payments,30127352,22290161823.248642
958,delhi,2021,4,Financial Services,199280,287950130.24921745
959,delhi,2021,4,Others,771824,569713470.6592032
960,delhi,2022,1,Merchant payments,174454937,98212381475.57239
961,delhi,2022,1,Peer-to-peer payments,125111881,415305045689.30945
962,delhi,2022,1,Recharge & bill payments,29435981,22482865572.904938
963,delhi,2022,1,Financial Services,195184,271039329.10874933
964,delhi,2022,1,Others,1801878,693588769.393249
965,delhi,2022,2,Merchant payments,233412802,121657706565.01256
966,delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076
967,delhi,2022,2,Recharge & bill payments,32971294,26876059610.022118
968,delhi,2022,2,Financial Services,160827,209425798.82013166
969,delhi,2022,2,Others,641727,426563425.65446466
970,delhi,2022,3,Merchant payments,276635347,134292748569.06271
971,delhi,2022,3,Peer-to-peer payments,160580425,509428627035.3385
972,delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472
973,delhi,2022,3,Financial Services,195218,265479580.4156591
974,delhi,2022,3,Others,608782,448676465.8346823
975,delhi,2022,4,Merchant payments,305621913,153114813286.24423
976,delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649
977,delhi,2022,4,Recharge & bill payments,36775874,31954251758.09231
978,delhi,2022,4,Financial Services,228639,299454652.77800566
979,delhi,2022,4,Others,606931,477098950.59646183
980,delhi,2023,1,Merchant payments,246682850,116053064134.0
981,delhi,2023,1,Peer-to-peer payments,135403837,460727324748.0
982,delhi,2023,1,Recharge & bill payments,26976608,33945163887.0
983,delhi,2023,1,Financial Services,206979,275072622.0
984,delhi,2023,1,Others,482829,402484189.0
985,delhi,2023,2,Merchant payments,300493650,126927948779.0
986,delhi,2023,2,Peer-to-peer payments,151909146,498879007930.0
987,delhi,2023,2,Recharge & bill payments,29059235,35251178665.0
988,delhi,2023,2,Financial Services,219538,302441499.0
989,delhi,2023,2,Others,457429,367938784.0
990,goa,2018,1,Recharge & bill payments,85991,18273814.162708722
991,goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
992,goa,2018,1,Merchant payments,7880,11036031.735657964
993,goa,2018,1,Financial Services,1191,520105.642400422
994,goa,2018,1,Others,6184,5851742.732386975
995,goa,2018,2,Recharge & bill payments,120943,30994284.17044104
996,goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
997,goa,2018,2,Merchant payments,12456,20162855.70611957
998,goa,2018,2,Financial Services,1903,733429.427283199
999,goa,2018,2,Others,6395,7221023.530667527
1000,goa,2018,3,Recharge & bill payments,158797,40314972.94208837
1001,goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
1002,goa,2018,3,Merchant payments,21587,26634198.178851012
1003,goa,2018,3,Financial Services,1867,468171.36483984883
1004,goa,2018,3,Others,6963,6281208.620754639
1005,goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
1006,goa,2018,4,Recharge & bill payments,212122,54832855.89468471
1007,goa,2018,4,Merchant payments,45586,66666113.92145965
1008,goa,2018,4,Financial Services,2523,723599.2328183289
1009,goa,2018,4,Others,8098,8880194.430766659
1010,goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
1011,goa,2019,1,Recharge & bill payments,275277,78212835.0406034
1012,goa,2019,1,Merchant payments,74527,75946974.41483101
1013,goa,2019,1,Financial Services,2013,499592.0966860995
1014,goa,2019,1,Others,8147,9904147.90979165
1015,goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
1016,goa,2019,2,Recharge & bill payments,278060,93218689.41694948
1017,goa,2019,2,Merchant payments,104592,92873008.6474504
1018,goa,2019,2,Financial Services,1211,515859.8076807977
1019,goa,2019,2,Others,10819,13325754.760758925
1020,goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
1021,goa,2019,3,Recharge & bill payments,453806,157952854.9501171
1022,goa,2019,3,Merchant payments,150578,123948570.56857497
1023,goa,2019,3,Financial Services,1510,1282344.8444824044
1024,goa,2019,3,Others,11344,12515394.117688328
1025,goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
1026,goa,2019,4,Recharge & bill payments,552421,205602115.14625147
1027,goa,2019,4,Merchant payments,250893,218404664.8638511
1028,goa,2019,4,Financial Services,1497,649712.8451498008
1029,goa,2019,4,Others,11733,14350825.325765317
1030,goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
1031,goa,2020,1,Recharge & bill payments,678079,244739382.20701858
1032,goa,2020,1,Merchant payments,373110,298421548.1046571
1033,goa,2020,1,Financial Services,1762,1816477.5692472362
1034,goa,2020,1,Others,11088,13707055.389155574
1035,goa,2020,2,Recharge & bill payments,758617,241196540.9379891
1036,goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
1037,goa,2020,2,Merchant payments,221358,168591711.94693565
1038,goa,2020,2,Financial Services,3081,3328361.317987765
1039,goa,2020,2,Others,5710,3775927.611346662
1040,goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
1041,goa,2020,3,Recharge & bill payments,696770,280187505.0339355
1042,goa,2020,3,Merchant payments,446880,353193881.4783259
1043,goa,2020,3,Financial Services,4985,6418950.466847964
1044,goa,2020,3,Others,7545,5112530.621144422
1045,goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
1046,goa,2020,4,Merchant payments,1389834,1123844212.5171819
1047,goa,2020,4,Recharge & bill payments,839199,345088772.3784919
1048,goa,2020,4,Financial Services,7287,10386560.386677971
1049,goa,2020,4,Others,14810,12846789.254236266
1050,goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
1051,goa,2021,1,Merchant payments,2195509,1768358976.7158575
1052,goa,2021,1,Recharge & bill payments,880682,410604192.7268899
1053,goa,2021,1,Financial Services,8138,12207778.148638733
1054,goa,2021,1,Others,11764,12687278.26183929
1055,goa,2021,2,Merchant payments,1869384,1411529033.6650195
1056,goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
1057,goa,2021,2,Recharge & bill payments,953219,383804809.3560881
1058,goa,2021,2,Financial Services,8303,12371843.844825167
1059,goa,2021,2,Others,12392,10115549.032816991
1060,goa,2021,3,Merchant payments,2865625,2143135314.897931
1061,goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
1062,goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
1063,goa,2021,3,Financial Services,8337,12943224.07382146
1064,goa,2021,3,Others,16145,12416377.597493527
1065,goa,2021,4,Merchant payments,5474662,4384250602.937038
1066,goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
1067,goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
1068,goa,2021,4,Financial Services,11320,17101084.66037453
1069,goa,2021,4,Others,23775,21819163.1997744
1070,goa,2022,1,Merchant payments,6364271,4682000388.389215
1071,goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
1072,goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
1073,goa,2022,1,Financial Services,11677,17490493.19245399
1074,goa,2022,1,Others,20699,20720407.595174044
1075,goa,2022,2,Merchant payments,7812998,5736211013.6866455
1076,goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
1077,goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
1078,goa,2022,2,Financial Services,10666,13192736.02810038
1079,goa,2022,2,Others,15071,12525197.296362752
1080,goa,2022,3,Merchant payments,7595135,5112175255.359402
1081,goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
1082,goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
1083,goa,2022,3,Financial Services,9992,12650738.420843877
1084,goa,2022,3,Others,11683,11368868.03761505
1085,goa,2022,4,Merchant payments,10319138,6739205748.43176
1086,goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
1087,goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
1088,goa,2022,4,Financial Services,12147,15705663.126967767
1089,goa,2022,4,Others,13151,13978544.178016864
1090,goa,2023,1,Merchant payments,14273665,9074816758.0
1091,goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
1092,goa,2023,1,Recharge & bill payments,1816029,1197558557.0
1093,goa,2023,1,Financial Services,16209,32648574.0
1094,goa,2023,1,Others,17399,18019590.0
1095,goa,2023,2,Merchant payments,15990744,10146039934.0
1096,goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
1097,goa,2023,2,Recharge & bill payments,1917200,1239783487.0
1098,goa,2023,2,Financial Services,17352,25141843.0
1099,goa,2023,2,Others,15635,15956760.0
1100,gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
1101,gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
1102,gujarat,2018,1,Merchant payments,145436,166036667.57089135
1103,gujarat,2018,1,Financial Services,122117,27986679.009713165
1104,gujarat,2018,1,Others,250296,186165067.5737218
1105,gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
1106,gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
1107,gujarat,2018,2,Merchant payments,275503,356984574.1205573
1108,gujarat,2018,2,Financial Services,140704,38598263.22838031
1109,gujarat,2018,2,Others,202928,185541007.527258
1110,gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
1111,gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
1112,gujarat,2018,3,Merchant payments,573440,466209496.80151117
1113,gujarat,2018,3,Financial Services,136468,24930605.607339725
1114,gujarat,2018,3,Others,219873,164477497.1394802
1115,gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
1116,gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
1117,gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
1118,gujarat,2018,4,Financial Services,133915,30699273.16507
1119,gujarat,2018,4,Others,316405,207297005.69778407
1120,gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
1121,gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
1122,gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
1123,gujarat,2019,1,Financial Services,114539,19581520.569400217
1124,gujarat,2019,1,Others,323272,204585378.77191538
1125,gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
1126,gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
1127,gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
1128,gujarat,2019,2,Financial Services,70502,17349813.389733132
1129,gujarat,2019,2,Others,442607,271280936.6247084
1130,gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
1131,gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
1132,gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
1133,gujarat,2019,3,Financial Services,78609,20507001.233050577
1134,gujarat,2019,3,Others,482985,256386015.24681717
1135,gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
1136,gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
1137,gujarat,2019,4,Merchant payments,9964076,5480269119.720948
1138,gujarat,2019,4,Financial Services,63498,20202767.26414788
1139,gujarat,2019,4,Others,444434,194846362.42851496
1140,gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
1141,gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
1142,gujarat,2020,1,Merchant payments,12191478,7210758662.281933
1143,gujarat,2020,1,Financial Services,50753,27460255.45966168
1144,gujarat,2020,1,Others,367621,165535312.39278784
1145,gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006
1146,gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913
1147,gujarat,2020,2,Merchant payments,9645967,7196610931.561442
1148,gujarat,2020,2,Financial Services,59617,53132341.305008195
1149,gujarat,2020,2,Others,173543,92274135.40504411
1150,gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
1151,gujarat,2020,3,Merchant payments,18338969,12749796641.785404
1152,gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
1153,gujarat,2020,3,Financial Services,92278,84723188.62104335
1154,gujarat,2020,3,Others,246851,124456073.24163358
1155,gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209
1156,gujarat,2020,4,Merchant payments,28430460,20844321156.652935
1157,gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866
1158,gujarat,2020,4,Financial Services,113371,120056733.8865249
1159,gujarat,2020,4,Others,373789,243470065.45681778
1160,gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
1161,gujarat,2021,1,Merchant payments,35815382,26512643894.003174
1162,gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
1163,gujarat,2021,1,Financial Services,126380,137612317.73580322
1164,gujarat,2021,1,Others,316472,235440836.3042438
1165,gujarat,2021,2,Merchant payments,42593432,33542305033.829506
1166,gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
1167,gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
1168,gujarat,2021,2,Financial Services,128647,136119996.7022825
1169,gujarat,2021,2,Others,349525,249278437.33914098
1170,gujarat,2021,3,Merchant payments,62934471,48197579736.51646
1171,gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
1172,gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
1173,gujarat,2021,3,Financial Services,125167,163304131.1436523
1174,gujarat,2021,3,Others,473656,304418273.24545926
1175,gujarat,2021,4,Merchant payments,84846502,68717933161.8696
1176,gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
1177,gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
1178,gujarat,2021,4,Financial Services,175393,209214620.7057898
1179,gujarat,2021,4,Others,591265,377657202.7539646
1180,gujarat,2022,1,Merchant payments,101648378,79563412221.78397
1181,gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
1182,gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
1183,gujarat,2022,1,Financial Services,160423,187077879.38466492
1184,gujarat,2022,1,Others,496289,316261089.4073821
1185,gujarat,2022,2,Merchant payments,131610193,95585623258.23604
1186,gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
1187,gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
1188,gujarat,2022,2,Financial Services,125180,142685436.4192669
1189,gujarat,2022,2,Others,468796,278978567.1836352
1190,gujarat,2022,3,Merchant payments,161264265,109018764232.99393
1191,gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
1192,gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144
1193,gujarat,2022,3,Financial Services,152053,162173602.84596294
1194,gujarat,2022,3,Others,404941,269479241.0969004
1195,gujarat,2022,4,Merchant payments,186533503,125585214989.03009
1196,gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
1197,gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297
1198,gujarat,2022,4,Financial Services,179101,194314203.00804448
1199,gujarat,2022,4,Others,407639,295484431.2780074
1200,gujarat,2023,1,Merchant payments,199359623,123421554216.0
1201,gujarat,2023,1,Peer-to-peer payments,120907384,436337923470.0
1202,gujarat,2023,1,Recharge & bill payments,41649002,37570733166.0
1203,gujarat,2023,1,Financial Services,180163,200278806.0
1204,gujarat,2023,1,Others,415154,295699148.0
1205,gujarat,2023,2,Merchant payments,239396654,135256737974.0
1206,gujarat,2023,2,Peer-to-peer payments,132035120,470150906708.0
1207,gujarat,2023,2,Recharge & bill payments,44902296,39506073738.0
1208,gujarat,2023,2,Financial Services,191053,225104195.0
1209,gujarat,2023,2,Others,397430,268385910.0
1210,haryana,2018,1,Recharge & bill payments,2368002,535578755.07945114
1211,haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666
1212,haryana,2018,1,Merchant payments,167816,173513595.3537558
1213,haryana,2018,1,Financial Services,128636,27501068.014126316
1214,haryana,2018,1,Others,209123,242110585.52640373
1215,haryana,2018,2,Recharge & bill payments,3054284,984897276.651981
1216,haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494
1217,haryana,2018,2,Merchant payments,369916,334118261.45344114
1218,haryana,2018,2,Financial Services,167570,38145882.44180386
1219,haryana,2018,2,Others,170208,217328211.71769944
1220,haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345787
1221,haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605886
1222,haryana,2018,3,Merchant payments,1003057,427387637.9335371
1223,haryana,2018,3,Financial Services,100452,17323790.814170156
1224,haryana,2018,3,Others,201148,190505707.47361812
1225,haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868
1226,haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612
1227,haryana,2018,4,Merchant payments,2413446,1013407379.8963095
1228,haryana,2018,4,Financial Services,120711,22252543.62175617
1229,haryana,2018,4,Others,394732,267255642.26742023
1230,haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907
1231,haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757
1232,haryana,2019,1,Merchant payments,3361995,1292375556.3150868
1233,haryana,2019,1,Financial Services,101786,15201736.002431491
1234,haryana,2019,1,Others,473192,258437718.15887585
1235,haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578
1236,haryana,2019,2,Recharge & bill payments,5902923,2838724048.0896106
1237,haryana,2019,2,Merchant payments,5738283,2292901816.1432047
1238,haryana,2019,2,Financial Services,57488,12080285.227121718
1239,haryana,2019,2,Others,655560,301748850.1804938
1240,haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285
1241,haryana,2019,3,Merchant payments,9386779,3615636827.8118167
1242,haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641
1243,haryana,2019,3,Financial Services,61503,16715100.880217994
1244,haryana,2019,3,Others,829974,301378585.9978597
1245,haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443
1246,haryana,2019,4,Merchant payments,11615667,5253780278.236426
1247,haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194
1248,haryana,2019,4,Financial Services,41688,13756049.144287623
1249,haryana,2019,4,Others,790808,212797749.81994924
1250,haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149
1251,haryana,2020,1,Merchant payments,14327020,7075196609.224878
1252,haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322
1253,haryana,2020,1,Financial Services,34488,25266730.1883267
1254,haryana,2020,1,Others,600232,176823674.24305555
1255,haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839
1256,haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405
1257,haryana,2020,2,Merchant payments,11527654,7393393677.758501
1258,haryana,2020,2,Financial Services,48759,49209527.29146181
1259,haryana,2020,2,Others,129940,75550536.67993587
1260,haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024
1261,haryana,2020,3,Merchant payments,20845136,12141560866.982178
1262,haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496
1263,haryana,2020,3,Financial Services,66457,80854296.9304013
1264,haryana,2020,3,Others,186818,96375902.20346308
1265,haryana,2020,4,Merchant payments,34063692,21382305452.06797
1266,haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85507
1267,haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653
1268,haryana,2020,4,Financial Services,84881,103265693.75364488
1269,haryana,2020,4,Others,419181,223528573.1334415
1270,haryana,2021,1,Merchant payments,39363588,23389100227.155342
1271,haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61835
1272,haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674
1273,haryana,2021,1,Financial Services,79784,99672809.99228218
1274,haryana,2021,1,Others,364437,218544351.22172093
1275,haryana,2021,2,Merchant payments,45335533,29119078263.957985
1276,haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668
1277,haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409
1278,haryana,2021,2,Financial Services,85821,97238136.09517692
1279,haryana,2021,2,Others,311896,227855606.99266592
1280,haryana,2021,3,Merchant payments,66885213,40190922826.60629
1281,haryana,2021,3,Peer-to-peer payments,55929958,188548678300.5247
1282,haryana,2021,3,Recharge & bill payments,17087955,11681457468.964512
1283,haryana,2021,3,Financial Services,77496,116592181.46997279
1284,haryana,2021,3,Others,479071,289441481.64370304
1285,haryana,2021,4,Merchant payments,84993587,56325102920.50671
1286,haryana,2021,4,Peer-to-peer payments,66548306,238638993818.09595
1287,haryana,2021,4,Recharge & bill payments,17632752,13817258646.066364
1288,haryana,2021,4,Financial Services,105050,151421306.61683068
1289,haryana,2021,4,Others,407280,307822609.17479354
1290,haryana,2022,1,Merchant payments,98346418,62565728158.2885
1291,haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338
1292,haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681
1293,haryana,2022,1,Financial Services,107240,146586164.62792295
1294,haryana,2022,1,Others,540235,279136534.21161634
1295,haryana,2022,2,Merchant payments,130033573,76926347115.76375
1296,haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718
1297,haryana,2022,2,Recharge & bill payments,20011709,17457331653.445232
1298,haryana,2022,2,Financial Services,89805,120610061.5284536
1299,haryana,2022,2,Others,345424,224949213.49711913
1300,haryana,2022,3,Merchant payments,151278013,87063736519.87311
1301,haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015
1302,haryana,2022,3,Recharge & bill payments,22592966,21247984018.682095
1303,haryana,2022,3,Financial Services,111032,144937203.2864578
1304,haryana,2022,3,Others,308596,223267730.28330007
1305,haryana,2022,4,Merchant payments,169685872,102918159834.12416
1306,haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917
1307,haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729
1308,haryana,2022,4,Financial Services,118488,152488074.9943577
1309,haryana,2022,4,Others,305148,239722615.94605047
1310,haryana,2023,1,Merchant payments,220693824,114248076004.0
1311,haryana,2023,1,Peer-to-peer payments,128879993,443424820679.0
1312,haryana,2023,1,Recharge & bill payments,31210728,32978369763.0
1313,haryana,2023,1,Financial Services,158036,217615573.0
1314,haryana,2023,1,Others,375883,281741717.0
1315,haryana,2023,2,Merchant payments,275974807,130133751625.0
1316,haryana,2023,2,Peer-to-peer payments,147382711,495834929236.0
