,State,Year,Quarter,District,RegisteredUser,AppOpens
4714,himachal-pradesh,2019,3,solan district,178922,2660970
4715,himachal-pradesh,2019,3,sirmaur district,62048,797300
4716,himachal-pradesh,2019,3,shimla district,110575,1546838
4717,himachal-pradesh,2019,3,bilaspur district,43115,441237
4718,himachal-pradesh,2019,3,hamirpur district,58950,671492
4719,himachal-pradesh,2019,3,una district,54164,640095
4720,himachal-pradesh,2019,3,kangra district,160161,1689183
4721,himachal-pradesh,2019,3,kullu district,59192,695567
4722,himachal-pradesh,2019,3,mandi district,98589,971068
4723,himachal-pradesh,2019,3,lahul and spiti district,1617,16249
4724,himachal-pradesh,2019,3,chamba district,37974,417339
4725,himachal-pradesh,2019,3,kinnaur district,10877,173403
4726,himachal-pradesh,2019,4,solan district,198962,3094917
4727,himachal-pradesh,2019,4,sirmaur district,69583,925283
4728,himachal-pradesh,2019,4,shimla district,124960,1733165
4729,himachal-pradesh,2019,4,bilaspur district,48453,526420
4730,himachal-pradesh,2019,4,hamirpur district,66179,790412
4731,himachal-pradesh,2019,4,una district,61055,759757
4732,himachal-pradesh,2019,4,kangra district,181133,2063046
4733,himachal-pradesh,2019,4,kullu district,66640,881862
4734,himachal-pradesh,2019,4,mandi district,111017,1150109
4735,himachal-pradesh,2019,4,lahul and spiti district,1938,20274
4736,himachal-pradesh,2019,4,chamba district,43715,501894
4737,himachal-pradesh,2019,4,kinnaur district,12310,190765
4738,himachal-pradesh,2020,1,solan district,220293,3472122
4739,himachal-pradesh,2020,1,sirmaur district,77972,1116073
4740,himachal-pradesh,2020,1,shimla district,139890,1827107
4741,himachal-pradesh,2020,1,bilaspur district,54024,644156
4742,himachal-pradesh,2020,1,hamirpur district,73945,946744
4743,himachal-pradesh,2020,1,una district,68564,909036
4744,himachal-pradesh,2020,1,kangra district,205367,2464280
4745,himachal-pradesh,2020,1,kullu district,74668,1006068
4746,himachal-pradesh,2020,1,mandi district,124971,1412270
4747,himachal-pradesh,2020,1,lahul and spiti district,2252,27781
4748,himachal-pradesh,2020,1,chamba district,50169,600979
4749,himachal-pradesh,2020,1,kinnaur district,13910,213488
4750,himachal-pradesh,2020,2,solan district,243732,3305076
4751,himachal-pradesh,2020,2,sirmaur district,88117,1211673
4752,himachal-pradesh,2020,2,shimla district,156539,1806819
4753,himachal-pradesh,2020,2,bilaspur district,61050,783049
4754,himachal-pradesh,2020,2,hamirpur district,84216,1096242
4755,himachal-pradesh,2020,2,una district,78363,1074892
4756,himachal-pradesh,2020,2,kangra district,235773,3205540
4757,himachal-pradesh,2020,2,kullu district,82616,803031
4758,himachal-pradesh,2020,2,mandi district,142668,1719858
4759,himachal-pradesh,2020,2,lahul and spiti district,2608,53176
4760,himachal-pradesh,2020,2,chamba district,58362,787826
4761,himachal-pradesh,2020,2,kinnaur district,15823,278398
4762,himachal-pradesh,2020,3,solan district,265701,3875019
4763,himachal-pradesh,2020,3,sirmaur district,97464,1390310
4764,himachal-pradesh,2020,3,shimla district,172418,2337051
4765,himachal-pradesh,2020,3,bilaspur district,67233,833764
4766,himachal-pradesh,2020,3,hamirpur district,93465,1201125
4767,himachal-pradesh,2020,3,una district,86177,1178220
4768,himachal-pradesh,2020,3,kangra district,261293,3450088
4769,himachal-pradesh,2020,3,kullu district,90699,979226
4770,himachal-pradesh,2020,3,mandi district,158237,1859694
4771,himachal-pradesh,2020,3,lahul and spiti district,3008,91931
4772,himachal-pradesh,2020,3,chamba district,65214,893371
4773,himachal-pradesh,2020,3,kinnaur district,17725,321951
4774,himachal-pradesh,2020,4,solan district,289889,4778612
4775,himachal-pradesh,2020,4,sirmaur district,107144,1642256
4776,himachal-pradesh,2020,4,shimla district,189005,2785060
4777,himachal-pradesh,2020,4,bilaspur district,73296,967514
4778,himachal-pradesh,2020,4,hamirpur district,101825,1366513
4779,himachal-pradesh,2020,4,una district,93778,1337623
4780,himachal-pradesh,2020,4,kangra district,285210,3971323
4781,himachal-pradesh,2020,4,kullu district,99814,1487242
4782,himachal-pradesh,2020,4,mandi district,173403,2152427
4783,himachal-pradesh,2020,4,lahul and spiti district,3611,93784
4784,himachal-pradesh,2020,4,chamba district,72124,1050260
4785,himachal-pradesh,2020,4,kinnaur district,19667,368534
4786,himachal-pradesh,2021,1,solan district,312360,5433072
4787,himachal-pradesh,2021,1,sirmaur district,115705,1873784
4788,himachal-pradesh,2021,1,shimla district,202911,2980576
4789,himachal-pradesh,2021,1,bilaspur district,78663,1051062
4790,himachal-pradesh,2021,1,hamirpur district,109372,1412578
4791,himachal-pradesh,2021,1,una district,100832,1406676
4792,himachal-pradesh,2021,1,kangra district,306531,4233701
4793,himachal-pradesh,2021,1,kullu district,107536,1960270
4794,himachal-pradesh,2021,1,mandi district,186340,2344384
4795,himachal-pradesh,2021,1,lahul and spiti district,3938,81725
4796,himachal-pradesh,2021,1,chamba district,77599,1111619
4797,himachal-pradesh,2021,1,kinnaur district,21164,338647
4798,himachal-pradesh,2021,2,solan district,334716,5499854
4799,himachal-pradesh,2021,2,sirmaur district,124764,3957169
4800,himachal-pradesh,2021,2,shimla district,218068,5611146
4801,himachal-pradesh,2021,2,bilaspur district,84508,1858165
4802,himachal-pradesh,2021,2,hamirpur district,117381,2034049
4803,himachal-pradesh,2021,2,una district,108338,2188195
4804,himachal-pradesh,2021,2,kangra district,329232,7137976
4805,himachal-pradesh,2021,2,kullu district,115278,3231422
4806,himachal-pradesh,2021,2,mandi district,200277,5696942
4807,himachal-pradesh,2021,2,lahul and spiti district,4254,937278
4808,himachal-pradesh,2021,2,chamba district,83542,3802308
4809,himachal-pradesh,2021,2,kinnaur district,22793,1315473
4810,himachal-pradesh,2021,3,solan district,360324,6782274
4811,himachal-pradesh,2021,3,sirmaur district,134870,4656571
4812,himachal-pradesh,2021,3,shimla district,235163,7467127
4813,himachal-pradesh,2021,3,bilaspur district,91291,2173844
4814,himachal-pradesh,2021,3,hamirpur district,126753,2131942
4815,himachal-pradesh,2021,3,una district,116973,2561006
4816,himachal-pradesh,2021,3,kangra district,355274,8202082
4817,himachal-pradesh,2021,3,kullu district,124078,4400259
4818,himachal-pradesh,2021,3,mandi district,216188,6281857
4819,himachal-pradesh,2021,3,lahul and spiti district,4660,1936498
4820,himachal-pradesh,2021,3,chamba district,90344,4430504
4821,himachal-pradesh,2021,3,kinnaur district,24708,1946324
4822,himachal-pradesh,2021,4,solan district,385901,10347236
4823,himachal-pradesh,2021,4,sirmaur district,144716,3750604
4824,himachal-pradesh,2021,4,shimla district,251745,5770212
4825,himachal-pradesh,2021,4,bilaspur district,97687,2031090
4826,himachal-pradesh,2021,4,hamirpur district,135670,2858483
4827,himachal-pradesh,2021,4,una district,125192,2739101
4828,himachal-pradesh,2021,4,kangra district,380492,8495356
4829,himachal-pradesh,2021,4,kullu district,132702,3731636
4830,himachal-pradesh,2021,4,mandi district,231360,4546592
4831,himachal-pradesh,2021,4,lahul and spiti district,5052,249743
4832,himachal-pradesh,2021,4,chamba district,96745,2375444
4833,himachal-pradesh,2021,4,kinnaur district,26485,775485
4834,himachal-pradesh,2022,1,solan district,410487,6710908
4835,himachal-pradesh,2022,1,sirmaur district,154267,8561040
4836,himachal-pradesh,2022,1,shimla district,267642,10998338
4837,himachal-pradesh,2022,1,bilaspur district,104121,3566950
4838,himachal-pradesh,2022,1,hamirpur district,144434,2665125
4839,himachal-pradesh,2022,1,una district,133249,3601757
4840,himachal-pradesh,2022,1,kangra district,405048,11350217
4841,himachal-pradesh,2022,1,kullu district,141024,5488435
4842,himachal-pradesh,2022,1,mandi district,246307,11736477
4843,himachal-pradesh,2022,1,lahul and spiti district,5365,2063470
4844,himachal-pradesh,2022,1,chamba district,103270,8403790
4845,himachal-pradesh,2022,1,kinnaur district,28269,2131771
4846,himachal-pradesh,2022,2,solan district,433753,8005883
4847,himachal-pradesh,2022,2,sirmaur district,163150,10410971
4848,himachal-pradesh,2022,2,shimla district,282560,15220633
4849,himachal-pradesh,2022,2,bilaspur district,110019,3821007
4850,himachal-pradesh,2022,2,hamirpur district,152759,2741162
4851,himachal-pradesh,2022,2,una district,140791,4520371
4852,himachal-pradesh,2022,2,kangra district,427676,12879439
4853,himachal-pradesh,2022,2,kullu district,148844,8795678
4854,himachal-pradesh,2022,2,mandi district,260233,14679342
4855,himachal-pradesh,2022,2,lahul and spiti district,5657,5388918
4856,himachal-pradesh,2022,2,chamba district,109087,11682316
4857,himachal-pradesh,2022,2,kinnaur district,29878,4342963
4858,himachal-pradesh,2022,3,solan district,457393,7853464
4859,himachal-pradesh,2022,3,sirmaur district,171743,10533368
4860,himachal-pradesh,2022,3,shimla district,296508,18196762
4861,himachal-pradesh,2022,3,bilaspur district,115654,4243040
4862,himachal-pradesh,2022,3,hamirpur district,160759,2525896
4863,himachal-pradesh,2022,3,una district,148148,4530064
4864,himachal-pradesh,2022,3,kangra district,449619,13333733
4865,himachal-pradesh,2022,3,kullu district,156387,7890814
4866,himachal-pradesh,2022,3,mandi district,273475,14505602
4867,himachal-pradesh,2022,3,lahul and spiti district,5900,6561136
4868,himachal-pradesh,2022,3,chamba district,114576,13232974
4869,himachal-pradesh,2022,3,kinnaur district,31414,5425685
4870,himachal-pradesh,2022,4,solan district,479537,16598977
4871,himachal-pradesh,2022,4,sirmaur district,179223,6294935
4872,himachal-pradesh,2022,4,shimla district,308448,8326396
4873,himachal-pradesh,2022,4,bilaspur district,120345,3117058
4874,himachal-pradesh,2022,4,hamirpur district,167686,4039475
4875,himachal-pradesh,2022,4,una district,154314,4061386
4876,himachal-pradesh,2022,4,kangra district,468410,12232859
4877,himachal-pradesh,2022,4,kullu district,162922,5183193
4878,himachal-pradesh,2022,4,mandi district,284425,6917169
4879,himachal-pradesh,2022,4,lahul and spiti district,6057,474863
4880,himachal-pradesh,2022,4,chamba district,118985,4081657
4881,himachal-pradesh,2022,4,kinnaur district,32724,1027749
4882,himachal-pradesh,2023,1,solan district,501947,8637440
4883,himachal-pradesh,2023,1,sirmaur district,187417,12835687
4884,himachal-pradesh,2023,1,shimla district,322036,15709663
4885,himachal-pradesh,2023,1,bilaspur district,125771,5267131
4886,himachal-pradesh,2023,1,hamirpur district,175074,2741291
4887,himachal-pradesh,2023,1,una district,161122,5288709
4888,himachal-pradesh,2023,1,kangra district,489369,15233885
4889,himachal-pradesh,2023,1,kullu district,170048,8940251
4890,himachal-pradesh,2023,1,mandi district,296936,15192226
4891,himachal-pradesh,2023,1,lahul and spiti district,6298,2019145
4892,himachal-pradesh,2023,1,chamba district,124457,17455360
4893,himachal-pradesh,2023,1,kinnaur district,34193,2381256
4894,himachal-pradesh,2023,2,solan district,523060,10807448
4895,himachal-pradesh,2023,2,sirmaur district,195687,16162360
4896,himachal-pradesh,2023,2,shimla district,335735,19477246
4897,himachal-pradesh,2023,2,bilaspur district,131239,5385585
4898,himachal-pradesh,2023,2,hamirpur district,182553,3589504
4899,himachal-pradesh,2023,2,una district,168253,5185467
4900,himachal-pradesh,2023,2,kangra district,510261,16770123
4901,himachal-pradesh,2023,2,kullu district,177077,9779657
4902,himachal-pradesh,2023,2,mandi district,310048,15902310
4903,himachal-pradesh,2023,2,lahul and spiti district,6669,8801435
4904,himachal-pradesh,2023,2,chamba district,130138,20483795
4905,himachal-pradesh,2023,2,kinnaur district,35750,4429845
4906,jammu-&-kashmir,2018,1,muzaffarabad district,41,0
4907,jammu-&-kashmir,2018,1,doda district,2648,0
4908,jammu-&-kashmir,2018,1,samba district,6534,0
4909,jammu-&-kashmir,2018,1,mirpur district,544,0
4910,jammu-&-kashmir,2018,1,srinagar district,18233,0
4911,jammu-&-kashmir,2018,1,baramulla district,16299,0
4912,jammu-&-kashmir,2018,1,jammu district,45294,0
4913,jammu-&-kashmir,2018,1,ganderbal district,4117,0
4914,jammu-&-kashmir,2018,1,udhampur district,8457,0
4915,jammu-&-kashmir,2018,1,bandipore district,4609,0
4916,jammu-&-kashmir,2018,1,reasi district,3583,0
4917,jammu-&-kashmir,2018,1,shopian district,2537,0
4918,jammu-&-kashmir,2018,1,poonch district,2539,0
4919,jammu-&-kashmir,2018,1,kathua district,8039,0
4920,jammu-&-kashmir,2018,1,kishtwar district,1298,0
4921,jammu-&-kashmir,2018,1,pulwama district,8441,0
4922,jammu-&-kashmir,2018,1,ramban district,1876,0
4923,jammu-&-kashmir,2018,1,rajouri district,5232,0
4924,jammu-&-kashmir,2018,1,kulgam district,5700,0
4925,jammu-&-kashmir,2018,1,budgam district,11594,0
4926,jammu-&-kashmir,2018,1,anantnag district,11556,0
4927,jammu-&-kashmir,2018,1,kupwara district,7254,0
4928,jammu-&-kashmir,2018,2,muzaffarabad district,57,0
4929,jammu-&-kashmir,2018,2,doda district,4031,0
4930,jammu-&-kashmir,2018,2,samba district,9601,0
4931,jammu-&-kashmir,2018,2,mirpur district,795,0
4932,jammu-&-kashmir,2018,2,srinagar district,27035,0
4933,jammu-&-kashmir,2018,2,baramulla district,25870,0
4934,jammu-&-kashmir,2018,2,jammu district,64681,0
4935,jammu-&-kashmir,2018,2,ganderbal district,6212,0
4936,jammu-&-kashmir,2018,2,udhampur district,12195,0
4937,jammu-&-kashmir,2018,2,bandipore district,7527,0
4938,jammu-&-kashmir,2018,2,reasi district,5168,0
4939,jammu-&-kashmir,2018,2,shopian district,3522,0
4940,jammu-&-kashmir,2018,2,poonch district,4152,0
4941,jammu-&-kashmir,2018,2,kathua district,11778,0
4942,jammu-&-kashmir,2018,2,kishtwar district,2006,0
4943,jammu-&-kashmir,2018,2,pulwama district,12218,0
4944,jammu-&-kashmir,2018,2,ramban district,2925,0
4945,jammu-&-kashmir,2018,2,rajouri district,8035,0
4946,jammu-&-kashmir,2018,2,kulgam district,8137,0
4947,jammu-&-kashmir,2018,2,budgam district,17809,0
4948,jammu-&-kashmir,2018,2,anantnag district,16373,0
4949,jammu-&-kashmir,2018,2,kupwara district,11482,0
4950,jammu-&-kashmir,2018,3,muzaffarabad district,89,0
4951,jammu-&-kashmir,2018,3,doda district,5618,0
4952,jammu-&-kashmir,2018,3,samba district,13304,0
4953,jammu-&-kashmir,2018,3,mirpur district,1133,0
4954,jammu-&-kashmir,2018,3,srinagar district,35583,0
4955,jammu-&-kashmir,2018,3,baramulla district,31069,0
4956,jammu-&-kashmir,2018,3,jammu district,86877,0
4957,jammu-&-kashmir,2018,3,ganderbal district,7627,0
4958,jammu-&-kashmir,2018,3,udhampur district,16058,0
4959,jammu-&-kashmir,2018,3,bandipore district,8792,0
4960,jammu-&-kashmir,2018,3,reasi district,7010,0
4961,jammu-&-kashmir,2018,3,shopian district,4698,0
4962,jammu-&-kashmir,2018,3,poonch district,6243,0
4963,jammu-&-kashmir,2018,3,kathua district,15849,0
4964,jammu-&-kashmir,2018,3,kishtwar district,2822,0
4965,jammu-&-kashmir,2018,3,pulwama district,15427,0
4966,jammu-&-kashmir,2018,3,ramban district,4202,0
4967,jammu-&-kashmir,2018,3,rajouri district,11534,0
4968,jammu-&-kashmir,2018,3,kulgam district,10305,0
4969,jammu-&-kashmir,2018,3,budgam district,22301,0
4970,jammu-&-kashmir,2018,3,anantnag district,20234,0
4971,jammu-&-kashmir,2018,3,kupwara district,15754,0
4972,jammu-&-kashmir,2018,4,muzaffarabad district,136,0
4973,jammu-&-kashmir,2018,4,doda district,7669,0
4974,jammu-&-kashmir,2018,4,samba district,17595,0
4975,jammu-&-kashmir,2018,4,mirpur district,1515,0
4976,jammu-&-kashmir,2018,4,srinagar district,44328,0
4977,jammu-&-kashmir,2018,4,baramulla district,37661,0
4978,jammu-&-kashmir,2018,4,jammu district,113005,0
4979,jammu-&-kashmir,2018,4,ganderbal district,9327,0
4980,jammu-&-kashmir,2018,4,udhampur district,21123,0
4981,jammu-&-kashmir,2018,4,bandipore district,10397,0
4982,jammu-&-kashmir,2018,4,reasi district,9290,0
4983,jammu-&-kashmir,2018,4,shopian district,5919,0
4984,jammu-&-kashmir,2018,4,poonch district,8555,0
4985,jammu-&-kashmir,2018,4,kathua district,21030,0
4986,jammu-&-kashmir,2018,4,kishtwar district,3753,0
4987,jammu-&-kashmir,2018,4,pulwama district,18846,0
4988,jammu-&-kashmir,2018,4,ramban district,5615,0
4989,jammu-&-kashmir,2018,4,rajouri district,15661,0
4990,jammu-&-kashmir,2018,4,kulgam district,12488,0
4991,jammu-&-kashmir,2018,4,budgam district,27710,0
4992,jammu-&-kashmir,2018,4,anantnag district,24448,0
4993,jammu-&-kashmir,2018,4,kupwara district,20492,0
4994,jammu-&-kashmir,2019,1,muzaffarabad district,170,0
4995,jammu-&-kashmir,2019,1,doda district,9896,0
4996,jammu-&-kashmir,2019,1,samba district,21495,0
4997,jammu-&-kashmir,2019,1,mirpur district,1891,0
4998,jammu-&-kashmir,2019,1,srinagar district,52762,0
4999,jammu-&-kashmir,2019,1,baramulla district,45150,0
5000,jammu-&-kashmir,2019,1,jammu district,134408,0
5001,jammu-&-kashmir,2019,1,ganderbal district,11236,0
5002,jammu-&-kashmir,2019,1,udhampur district,25515,0
5003,jammu-&-kashmir,2019,1,bandipore district,12419,0
5004,jammu-&-kashmir,2019,1,reasi district,11440,0
5005,jammu-&-kashmir,2019,1,shopian district,7625,0
5006,jammu-&-kashmir,2019,1,poonch district,10838,0
5007,jammu-&-kashmir,2019,1,kathua district,25620,0
5008,jammu-&-kashmir,2019,1,kishtwar district,4732,0
5009,jammu-&-kashmir,2019,1,pulwama district,23230,0
5010,jammu-&-kashmir,2019,1,ramban district,7125,0
5011,jammu-&-kashmir,2019,1,rajouri district,19212,0
5012,jammu-&-kashmir,2019,1,kulgam district,16003,0
5013,jammu-&-kashmir,2019,1,budgam district,34255,0
5014,jammu-&-kashmir,2019,1,anantnag district,30103,0
5015,jammu-&-kashmir,2019,1,kupwara district,25544,0
5016,jammu-&-kashmir,2019,2,muzaffarabad district,216,1171
5017,jammu-&-kashmir,2019,2,doda district,12220,53698
5018,jammu-&-kashmir,2019,2,samba district,25990,105880
5019,jammu-&-kashmir,2019,2,mirpur district,2250,13135
5020,jammu-&-kashmir,2019,2,srinagar district,62190,312300
5021,jammu-&-kashmir,2019,2,baramulla district,53196,212011
5022,jammu-&-kashmir,2019,2,jammu district,160241,581746
5023,jammu-&-kashmir,2019,2,ganderbal district,13224,73122
5024,jammu-&-kashmir,2019,2,udhampur district,29856,131187
5025,jammu-&-kashmir,2019,2,bandipore district,14951,65247
5026,jammu-&-kashmir,2019,2,reasi district,13784,72385
5027,jammu-&-kashmir,2019,2,shopian district,8946,37320
5028,jammu-&-kashmir,2019,2,poonch district,13450,69010
5029,jammu-&-kashmir,2019,2,kathua district,30602,122544
5030,jammu-&-kashmir,2019,2,kishtwar district,6001,27103
5031,jammu-&-kashmir,2019,2,pulwama district,27167,136747
5032,jammu-&-kashmir,2019,2,ramban district,8694,48805
5033,jammu-&-kashmir,2019,2,rajouri district,23118,103450
5034,jammu-&-kashmir,2019,2,kulgam district,18853,71690
5035,jammu-&-kashmir,2019,2,budgam district,39965,174075
5036,jammu-&-kashmir,2019,2,anantnag district,35488,140564
5037,jammu-&-kashmir,2019,2,kupwara district,30791,152183
5038,jammu-&-kashmir,2019,3,muzaffarabad district,207,1501
5039,jammu-&-kashmir,2019,3,doda district,12682,68944
5040,jammu-&-kashmir,2019,3,samba district,27579,160172
5041,jammu-&-kashmir,2019,3,mirpur district,2372,18542
5042,jammu-&-kashmir,2019,3,srinagar district,64758,386951
5043,jammu-&-kashmir,2019,3,baramulla district,54404,249467
5044,jammu-&-kashmir,2019,3,jammu district,169849,975045
5045,jammu-&-kashmir,2019,3,ganderbal district,13453,109345
5046,jammu-&-kashmir,2019,3,udhampur district,31297,204871
5047,jammu-&-kashmir,2019,3,bandipore district,15313,80343
5048,jammu-&-kashmir,2019,3,reasi district,14489,118236
5049,jammu-&-kashmir,2019,3,shopian district,9142,38069
5050,jammu-&-kashmir,2019,3,poonch district,14139,94475
5051,jammu-&-kashmir,2019,3,kathua district,32213,208424
5052,jammu-&-kashmir,2019,3,kishtwar district,6229,38662
5053,jammu-&-kashmir,2019,3,pulwama district,27963,176462
5054,jammu-&-kashmir,2019,3,ramban district,9065,75108
5055,jammu-&-kashmir,2019,3,rajouri district,24275,147846
5056,jammu-&-kashmir,2019,3,kulgam district,19220,80917
5057,jammu-&-kashmir,2019,3,budgam district,41004,208701
5058,jammu-&-kashmir,2019,3,anantnag district,36371,207023
5059,jammu-&-kashmir,2019,3,kupwara district,32431,194815
5060,jammu-&-kashmir,2019,4,muzaffarabad district,223,31
5061,jammu-&-kashmir,2019,4,doda district,13016,14365
5062,jammu-&-kashmir,2019,4,samba district,28333,59968
5063,jammu-&-kashmir,2019,4,mirpur district,2521,3319
5064,jammu-&-kashmir,2019,4,srinagar district,65611,28258
5065,jammu-&-kashmir,2019,4,baramulla district,55042,6479
5066,jammu-&-kashmir,2019,4,jammu district,174858,486244
5067,jammu-&-kashmir,2019,4,ganderbal district,13506,4644
5068,jammu-&-kashmir,2019,4,udhampur district,32252,79671
5069,jammu-&-kashmir,2019,4,bandipore district,15366,2312
5070,jammu-&-kashmir,2019,4,reasi district,15021,61611
5071,jammu-&-kashmir,2019,4,shopian district,9308,1093
5072,jammu-&-kashmir,2019,4,poonch district,14810,19155
5073,jammu-&-kashmir,2019,4,kathua district,33481,128868
5074,jammu-&-kashmir,2019,4,kishtwar district,6397,9507
5075,jammu-&-kashmir,2019,4,pulwama district,28336,9905
5076,jammu-&-kashmir,2019,4,ramban district,9304,14758
5077,jammu-&-kashmir,2019,4,rajouri district,25297,42098
5078,jammu-&-kashmir,2019,4,kulgam district,19304,1847
5079,jammu-&-kashmir,2019,4,budgam district,41377,14190
5080,jammu-&-kashmir,2019,4,anantnag district,36725,4724
5081,jammu-&-kashmir,2019,4,kupwara district,33279,5525
5082,jammu-&-kashmir,2020,1,muzaffarabad district,240,1138
5083,jammu-&-kashmir,2020,1,doda district,14537,88134
5084,jammu-&-kashmir,2020,1,samba district,31570,209115
5085,jammu-&-kashmir,2020,1,mirpur district,2835,23464
5086,jammu-&-kashmir,2020,1,srinagar district,70755,383851
5087,jammu-&-kashmir,2020,1,baramulla district,59123,288334
5088,jammu-&-kashmir,2020,1,jammu district,191031,1199860
5089,jammu-&-kashmir,2020,1,ganderbal district,14573,80254
5090,jammu-&-kashmir,2020,1,udhampur district,35408,262540
5091,jammu-&-kashmir,2020,1,bandipore district,16451,83494
5092,jammu-&-kashmir,2020,1,reasi district,16592,136328
5093,jammu-&-kashmir,2020,1,shopian district,10313,57817
5094,jammu-&-kashmir,2020,1,poonch district,16495,115169
5095,jammu-&-kashmir,2020,1,kathua district,37300,272391
5096,jammu-&-kashmir,2020,1,kishtwar district,7124,49904
5097,jammu-&-kashmir,2020,1,pulwama district,30796,200550
5098,jammu-&-kashmir,2020,1,ramban district,10267,83488
5099,jammu-&-kashmir,2020,1,rajouri district,28089,187260
5100,jammu-&-kashmir,2020,1,kulgam district,21070,96392
5101,jammu-&-kashmir,2020,1,budgam district,44636,248728
5102,jammu-&-kashmir,2020,1,anantnag district,39513,175619
5103,jammu-&-kashmir,2020,1,kupwara district,36690,233064
5104,jammu-&-kashmir,2020,2,muzaffarabad district,266,3534
5105,jammu-&-kashmir,2020,2,doda district,17896,262998
5106,jammu-&-kashmir,2020,2,samba district,37600,470714
5107,jammu-&-kashmir,2020,2,mirpur district,3522,72639
5108,jammu-&-kashmir,2020,2,srinagar district,78458,825852
5109,jammu-&-kashmir,2020,2,baramulla district,66095,677212
5110,jammu-&-kashmir,2020,2,jammu district,220805,2351890
5111,jammu-&-kashmir,2020,2,ganderbal district,16213,180300
5112,jammu-&-kashmir,2020,2,udhampur district,41813,587211
5113,jammu-&-kashmir,2020,2,bandipore district,18357,186996
5114,jammu-&-kashmir,2020,2,reasi district,19514,228746
5115,jammu-&-kashmir,2020,2,shopian district,11870,123790
5116,jammu-&-kashmir,2020,2,poonch district,19815,319509
5117,jammu-&-kashmir,2020,2,kathua district,44719,562924
5118,jammu-&-kashmir,2020,2,kishtwar district,8584,124258
5119,jammu-&-kashmir,2020,2,pulwama district,34565,434688
5120,jammu-&-kashmir,2020,2,ramban district,12068,183807
5121,jammu-&-kashmir,2020,2,rajouri district,33389,494580
5122,jammu-&-kashmir,2020,2,kulgam district,23505,216052
5123,jammu-&-kashmir,2020,2,budgam district,49962,560896
5124,jammu-&-kashmir,2020,2,anantnag district,44423,413847
5125,jammu-&-kashmir,2020,2,kupwara district,41855,574210
5126,jammu-&-kashmir,2020,3,muzaffarabad district,304,6388
5127,jammu-&-kashmir,2020,3,doda district,20833,287357
5128,jammu-&-kashmir,2020,3,samba district,42915,522691
5129,jammu-&-kashmir,2020,3,mirpur district,4128,70985
5130,jammu-&-kashmir,2020,3,srinagar district,87182,1051310
5131,jammu-&-kashmir,2020,3,baramulla district,73162,811950
5132,jammu-&-kashmir,2020,3,jammu district,248814,2720674
5133,jammu-&-kashmir,2020,3,ganderbal district,18259,225894
5134,jammu-&-kashmir,2020,3,udhampur district,47399,661207
5135,jammu-&-kashmir,2020,3,bandipore district,20153,223661
5136,jammu-&-kashmir,2020,3,reasi district,22063,243175
5137,jammu-&-kashmir,2020,3,shopian district,13294,160453
5138,jammu-&-kashmir,2020,3,poonch district,22704,342181
5139,jammu-&-kashmir,2020,3,kathua district,50914,593205
5140,jammu-&-kashmir,2020,3,kishtwar district,9745,126649
5141,jammu-&-kashmir,2020,3,pulwama district,38434,514441
5142,jammu-&-kashmir,2020,3,ramban district,13674,196197
5143,jammu-&-kashmir,2020,3,rajouri district,38071,557098
5144,jammu-&-kashmir,2020,3,kulgam district,25887,249487
5145,jammu-&-kashmir,2020,3,budgam district,55153,667385
5146,jammu-&-kashmir,2020,3,anantnag district,49443,501949
5147,jammu-&-kashmir,2020,3,kupwara district,47288,709117
5148,jammu-&-kashmir,2020,4,muzaffarabad district,339,9273
5149,jammu-&-kashmir,2020,4,doda district,24095,352491
5150,jammu-&-kashmir,2020,4,samba district,48775,710801
5151,jammu-&-kashmir,2020,4,mirpur district,4799,87362
5152,jammu-&-kashmir,2020,4,srinagar district,98923,1535006
5153,jammu-&-kashmir,2020,4,baramulla district,83119,1261348
5154,jammu-&-kashmir,2020,4,jammu district,282463,3834866
5155,jammu-&-kashmir,2020,4,ganderbal district,20465,288341
5156,jammu-&-kashmir,2020,4,udhampur district,53803,864317
5157,jammu-&-kashmir,2020,4,bandipore district,22721,335472
5158,jammu-&-kashmir,2020,4,reasi district,25147,358570
5159,jammu-&-kashmir,2020,4,shopian district,15234,234965
5160,jammu-&-kashmir,2020,4,poonch district,26045,423011
5161,jammu-&-kashmir,2020,4,kathua district,57651,817085
5162,jammu-&-kashmir,2020,4,kishtwar district,11233,171549
5163,jammu-&-kashmir,2020,4,pulwama district,43139,712775
5164,jammu-&-kashmir,2020,4,ramban district,15548,266848
5165,jammu-&-kashmir,2020,4,rajouri district,43240,690479
5166,jammu-&-kashmir,2020,4,kulgam district,29261,375598
5167,jammu-&-kashmir,2020,4,budgam district,62364,940572
5168,jammu-&-kashmir,2020,4,anantnag district,56211,775396
5169,jammu-&-kashmir,2020,4,kupwara district,54447,972626
5170,jammu-&-kashmir,2021,1,muzaffarabad district,377,9533
5171,jammu-&-kashmir,2021,1,doda district,26460,385972
5172,jammu-&-kashmir,2021,1,samba district,53123,846106
5173,jammu-&-kashmir,2021,1,mirpur district,5198,91729
5174,jammu-&-kashmir,2021,1,srinagar district,107147,1800718
5175,jammu-&-kashmir,2021,1,baramulla district,90607,1419562
5176,jammu-&-kashmir,2021,1,jammu district,307670,4748576
5177,jammu-&-kashmir,2021,1,ganderbal district,22249,307343
5178,jammu-&-kashmir,2021,1,udhampur district,58664,1005055
